    0.000000     -7.933443
    1.148826     -7.933443
    1.148826     30.207469
    1.148826     -7.933443
    1.723240     -7.933443
    1.723240     30.207469
    1.723240     -7.933443
    2.535582     -7.933443
    2.535582     30.207469
    2.535582     -7.933443
    3.530495     -7.933443
    3.530495     30.207469
    3.530495     -7.933443
    4.749010     -7.933443
    4.749010     30.207469
    4.749010     -7.933443
    5.657237     -7.933443
    5.657237     30.207469
    0.000000     30.207469
    0.000000     -7.933443
    0.000000      0.000000
    5.657237      0.000000
